50
4155	2363	3258	2142	2415	1582	1516	1369	1172	1675	4504	3985	5149	4679	3457	2968	3968	2509	1973	2448	3565	3551	1808	1828	189	0	1666	1689	685	711	4675	4806	5579	4241	4327	6626	5221	4016	6477	4507	6821	7047	7656	7847	6986	5901	8726	8484	8979	12300
3874	3358	2904	2978	2741	1904	1839	2230	2295	2799	3277	3147	3922	3413	2230	2089	2524	2155	1647	2064	2726	2712	1180	601	1216	1254	0	480	1008	1033	3408	3362	4135	2797	2883	5182	3777	2579	5034	2674	5377	5603	6212	6403	5543	4103	7282	7041	11774	9910
4356	3941	3487	3561	3324	2384	2319	2666	2468	6368	3768	3637	4412	3777	2721	2728	2889	3035	2229	2703	3208	3194	1762	1183	1289	1327	480	0	1488	1513	3773	3726	4500	3162	3248	5546	4142	2943	5398	3038	5741	5968	6577	11963	5907	4468	11899	9282	11754	9889
3260	1784	1973	1563	1836	1002	937	1328	1287	1791	3242	3091	4490	4021	2799	2074	3310	1615	1694	2169	2670	2657	1529	1065	707	736	1008	1489	0	25	4016	4147	4920	3583	3669	5967	4562	3358	5819	3501	6162	6388	6997	7188	6328	4931	8067	7826	8321	12417
3371	1894	2084	1673	1946	1112	1047	1459	1261	1765	3352	3202	4601	4131	2909	2184	3330	1725	1805	1990	2781	2767	1639	1176	682	711	1118	1600	216	0	4127	4168	4941	3603	3689	5988	4583	3468	5839	3612	6183	6409	7018	7209	6349	5041	8088	7846	14256	12391
2293	3703	3253	3962	3504	3718	3865	4261	4907	5393	1021	1708	1552	107	1665	1842	1512	2314	2438	2293	1831	1818	2545	2931	4097	4135	3375	3442	3779	3634	0	384	1611	911	997	2555	1802	2082	2406	2477	2750	2976	3585	3776	3568	4009	4655	4413	4908	4717
2432	3842	3393	4101	3644	3857	4004	4400	5046	5532	1160	1848	1321	346	1804	1981	1652	2453	2577	2432	1971	1957	2684	3071	4236	4274	3515	3581	3918	3773	238	0	1294	1050	1137	2694	1941	2221	2546	2616	2889	3115	3724	3915	3707	4148	4794	4553	5047	4857
3266	4629	3925	4249	4012	4225	4372	4768	5414	5900	1994	2682	1702	1099	2016	2825	2184	3133	2970	2800	2503	2489	3038	3463	4604	4642	3650	3749	4286	4141	992	753	0	1104	1190	2748	1995	2275	2599	2670	2942	3169	3778	3968	3761	4202	4848	4606	5101	4910
2643	3621	2917	3241	3004	3218	3364	3760	4407	4893	2056	1925	2308	1250	1008	1818	1177	2125	1962	1793	1495	1481	2030	2456	3597	3635	2642	2742	3278	3134	1246	1199	1973	0	86	2175	1094	1468	2026	1760	2370	2596	3205	3396	2860	3301	4275	4190	4528	4338
2729	3707	3003	3327	3090	3304	3451	3847	4493	4979	2142	2011	2394	1336	1094	1904	1262	2211	2048	1879	1581	1568	2116	2542	3683	3721	2728	2828	3365	3220	1332	1285	2059	86	0	2089	1008	1382	1940	1673	2284	2510	3119	3309	2774	3215	4189	4104	4442	4251
5190	5913	5464	5787	5551	5764	5911	6307	6953	7439	3292	4471	3241	2478	3554	4364	3723	4671	4509	4339	4042	4028	4577	5002	6143	6181	5188	5288	5825	5680	2371	2133	2192	2857	2771	0	1635	2561	759	2310	710	914	1523	1713	3175	3617	2615	2351	2868	2655
3784	4507	4058	4381	4145	4358	4505	4901	5547	6033	3196	3065	3448	2391	2148	2958	2317	3265	3103	2933	2636	2622	3171	3596	4737	4775	3782	3882	4419	4274	2386	2340	3113	1451	1365	1574	0	1155	1426	665	1769	1995	2604	2795	1766	2207	3674	3096	3928	3575
3687	3863	3409	3483	3246	3459	3606	4002	4648	5134	3100	2969	3420	2363	2200	2059	2220	2367	2204	2034	2539	2525	2272	2697	3838	3876	2288	2388	3520	3376	2359	2312	3085	1423	1337	2186	1074	0	2038	723	2381	2607	3216	3407	2418	2331	4286	3749	4540	4228
4722	5446	4996	5320	5083	5296	5443	5839	6485	6972	4134	4003	3235	2472	3087	3896	3255	4204	4041	3872	3574	3560	4109	4534	5675	5713	4721	4820	5357	5213	2365	2127	2186	2389	2303	740	1168	2094	0	1843	648	594	1203	1394	2708	3149	1818	1964	2807	2336
4092	4248	4366	3868	3631	3844	3991	4387	5033	5519	3504	3373	3756	2699	2456	2444	2624	2752	2589	2419	2943	2930	2657	2998	4223	4261	2642	2742	3905	3761	2694	2648	3421	1759	1673	2081	928	612	1933	0	2276	2502	3111	3302	1945	2057	4181	3275	4434	3754
5918	6642	6192	6516	6279	6492	6639	7035	7681	15713	5330	5199	4090	3327	4283	5092	4451	5400	5237	5068	4770	4756	5305	5730	6871	6909	5917	6017	6553	6409	3220	2981	3041	3585	3499	1190	2364	3290	1487	3039	0	780	1164	1355	3904	4345	1905	2688	2159	3046
5215	5939	5489	5813	5576	5789	5936	6332	6978	7465	4627	4496	3728	2966	3580	4389	3748	4697	4534	4365	4067	4053	4602	5027	6168	6206	5214	5314	5850	5706	2858	2620	2679	2882	2796	823	1661	2587	784	2336	731	0	683	874	3201	2541	1297	1899	1803	2065
5908	6632	6182	6506	6269	6482	6629	7025	7671	8157	5320	5189	4421	3658	4273	5082	4441	5390	5227	5057	4760	4746	5295	5720	6861	6899	5907	6006	6543	6398	3551	3313	3372	3575	3489	1515	2354	3279	1477	3028	1424	770	0	493	3894	2827	734	1712	1240	1424
6103	6826	6377	6700	6464	6677	6824	7220	7866	15001	5515	5384	4616	3853	4467	5277	4635	5584	5422	5252	4955	4941	5490	5915	7056	7094	6101	6201	6738	6593	3746	3507	3567	3770	3684	1710	2548	3474	1672	3223	1618	965	493	0	4088	4530	413	1511	918	1223
5531	5687	5805	5307	5070	5284	5431	5827	6473	11728	4943	4812	5195	4138	3896	3884	4064	4191	4028	3859	4383	4369	4096	4522	5663	5701	4299	4398	5345	5200	4134	4087	4860	3198	3112	2873	2461	2051	2485	1705	2781	2421	2707	2833	0	441	2750	1330	2907	1809
5422	5578	5696	5198	4962	5175	5322	5718	6364	6850	4835	4704	5087	4029	3787	3775	3955	4082	3920	3750	4274	4260	3988	4413	5554	5592	4190	4290	5236	5091	4025	3978	4752	3090	3003	3556	2352	1943	2605	1596	3751	2541	2827	2953	772	0	2870	1473	3027	1929
6556	7280	6830	7154	6917	7131	7277	7674	8320	14801	5969	5838	5069	4307	4921	5731	5089	6038	5875	5706	5408	5394	5943	6369	7510	7548	6555	6655	7192	7047	4199	3961	4021	4224	4138	2164	3002	3928	2125	3677	2072	1419	734	413	4542	2902	0	1429	648	1141
6494	6650	6768	6270	6033	6247	6393	6789	12166	11546	5906	5775	5471	5101	4859	4847	5027	5154	4991	4822	5346	5332	5059	5485	6626	6663	8830	8658	6307	6163	4601	4363	4422	4161	4075	2329	3404	3014	1941	2668	2237	1877	1712	1511	1695	1473	1429	0	1593	456
7246	7969	7520	7843	7607	7820	7967	15617	15272	14651	6658	6527	8250	4996	5610	6420	5779	6727	6565	6395	6098	6084	6633	7058	8199	8237	11935	11763	7881	7736	4889	4650	4710	4913	4827	2853	3691	4617	2815	4366	2762	2108	1240	918	5231	2889	648	1593	0	1137
7282	8006	7556	7880	7643	7857	8003	8400	12995	12375	6695	6564	5795	5033	5647	6457	5815	6764	6601	6432	6134	6120	6669	7095	8236	8274	7281	9487	7918	7773	4925	4687	4747	4950	4864	2890	3728	3471	2851	3125	2798	2145	1370	1169	2152	1929	1086	456	1137	0
